original_id,user_input,variation_type
ce937c35-b746-40b3-ae52-5633026cef6f,6934 S RUSTIC Rd SEATTLE 98178 US,abbreviation
ce937c35-b746-40b3-ae52-5633026cef6f,6934 South RUSTIC Road SEATTLE US,dropped_zip
ce937c35-b746-40b3-ae52-5633026cef6f,6934 South RUSTIC Road 98178 US,dropped_city
b0d471ea-acf1-4e8e-93e4-41113c8ea45a,7520 57TH Pllace Northeast 98115 US,typo
b0d471ea-acf1-4e8e-93e4-41113c8ea45a,7520 57th Pl NE 98115 US,abbreviation
b0d471ea-acf1-4e8e-93e4-41113c8ea45a,7520 57th Pl NE,informal
f714f8e0-1fbe-4479-a8bb-1b604fe62f12,1814 18th Ave S,informal
f714f8e0-1fbe-4479-a8bb-1b604fe62f12,1814 98144 18th Avenue South US,reordered
f714f8e0-1fbe-4479-a8bb-1b604fe62f12,1814 18TH Avenue South US,dropped_zip
47478b02-27f5-466f-b94e-a808255d48f8,5263 17th Ave SW 98106 US,abbreviation
47478b02-27f5-466f-b94e-a808255d48f8,5263 17TH Avenne Southwest 98106 US,typo
47478b02-27f5-466f-b94e-a808255d48f8,5263 17TH Avenue Southwest US,dropped_zip
156d26d0-fa08-4737-8f22-f5a7de762b8d,1701 Southwest 112TH Street US,dropped_zip
156d26d0-fa08-4737-8f22-f5a7de762b8d,1701 SW 112th St 98146 US,abbreviation
156d26d0-fa08-4737-8f22-f5a7de762b8d,1701 SW 112th St,informal
3e982322-0f23-49b5-bd0e-120d69410025,8401 8TH Aveneu South 98108 US,typo
3e982322-0f23-49b5-bd0e-120d69410025,8401 98108 8TH Avenue South US,reordered
3e982322-0f23-49b5-bd0e-120d69410025,8401 8th Ave S 98108 US,abbreviation
8611fdd4-58f9-4764-9d93-1530cc466c4f,6531 B 35th Ave NE,mixed
8611fdd4-58f9-4764-9d93-1530cc466c4f,6531 B 35TH Avenue Northeast US,dropped_zip
8611fdd4-58f9-4764-9d93-1530cc466c4f,6531 B 35th Ave NE 98115 US,abbreviation
2f55033c-1765-4e91-8235-90d54d486584,4136 38th Ave SW,informal
2f55033c-1765-4e91-8235-90d54d486584,4136 38TH Avenue Southwesst 98126 US,typo
2f55033c-1765-4e91-8235-90d54d486584,4136 38th Ave SW 98126 US,abbreviation
0f23af7f-0377-4c98-ac9f-f3fa2fea1da5,600 SW KENYON St 98106 US,abbreviation
0f23af7f-0377-4c98-ac9f-f3fa2fea1da5,600 Southwest KENYON Street US,dropped_zip
0f23af7f-0377-4c98-ac9f-f3fa2fea1da5,600 SW Kenyon St,informal
06d17ea8-c26f-437e-aeb0-4c22c0f4ee61,8501 5TH Avenue Northeast US,dropped_zip
06d17ea8-c26f-437e-aeb0-4c22c0f4ee61,8501 5th Ave NE 98115 US,abbreviation
06d17ea8-c26f-437e-aeb0-4c22c0f4ee61,5th Ave NE 8501 98115 US,reordered
81e3c51d-8923-4e1e-884c-6418bc4d340f,3711 42nd Ave SW,informal
81e3c51d-8923-4e1e-884c-6418bc4d340f,3711 42ND Avenue Southwest US,dropped_zip
81e3c51d-8923-4e1e-884c-6418bc4d340f,3711 42nd Ave SW 98116 US,abbreviation
641ea005-4d99-47b2-82a5-e4f8da2e6327,6609 HOLLY Pl SW 98136 US,abbreviation
641ea005-4d99-47b2-82a5-e4f8da2e6327,6609 HOLLY Place Southwet 98136 US,typo
641ea005-4d99-47b2-82a5-e4f8da2e6327,6609 HOLLY Place Southwest US,dropped_zip
46f4e61a-60a5-43f0-bc36-eaeb86df5221,1671 HARBOR Avenue Southwest US,dropped_zip
46f4e61a-60a5-43f0-bc36-eaeb86df5221,1671 Harbor Ave SW,mixed
46f4e61a-60a5-43f0-bc36-eaeb86df5221,1671 HARBOR Ave SW 98126 US,abbreviation
69ad2d81-533f-445b-aab7-a75bef7d7651,1714 E FIR St 98122 US,abbreviation
69ad2d81-533f-445b-aab7-a75bef7d7651,1714 E Fir St,informal
69ad2d81-533f-445b-aab7-a75bef7d7651,1714 East FIR Street US,dropped_zip
173cbc83-74ef-40f3-a0dc-67d49f640b9b,4115 45TH Avenue Southwest US,dropped_zip
173cbc83-74ef-40f3-a0dc-67d49f640b9b,4115 45TH Avenue Southwesst 98116 US,typo
173cbc83-74ef-40f3-a0dc-67d49f640b9b,4115 45th Ave SW 98116 US,abbreviation
54d5b64b-2953-4c5e-89f1-34f7bb107ba5,1610 NE 77th St 98115 US,abbreviation
54d5b64b-2953-4c5e-89f1-34f7bb107ba5,1610 NE 77th St,informal
54d5b64b-2953-4c5e-89f1-34f7bb107ba5,1610 Northeast 77TH Street US,dropped_zip
00f43cc6-be90-4832-87d3-7a4a79a11e01,7th Avenue Northwest 7020 98117 US,reordered
00f43cc6-be90-4832-87d3-7a4a79a11e01,7020 7TH Avenue Northwest US,dropped_zip
00f43cc6-be90-4832-87d3-7a4a79a11e01,7020 7th Ave NW 98117 US,abbreviation
39b13ec8-03ff-4498-91f2-05dc8ac201ea,3810 S EDMUNDS St 98118 US,abbreviation
39b13ec8-03ff-4498-91f2-05dc8ac201ea,3810 S Edmunds St,informal
39b13ec8-03ff-4498-91f2-05dc8ac201ea,3810 South EDMUNNDS Street 98118 US,typo
84a30066-124b-4f65-9189-31950cc6b9dc,2715 6TH Avenue South US,dropped_zip
84a30066-124b-4f65-9189-31950cc6b9dc,2715 6th Ave S,mixed
84a30066-124b-4f65-9189-31950cc6b9dc,2715 6th Ave S 98134 US,abbreviation
8716e288-c69c-4c0b-b507-a2c9ee767151,628 NW 88th St 98117 US,abbreviation
8716e288-c69c-4c0b-b507-a2c9ee767151,628 Northwest 88TH Street US,dropped_zip
8716e288-c69c-4c0b-b507-a2c9ee767151,628 NW 88th St,informal
01af5e3b-20d5-40b7-b185-fcb23c4bd432,9232 21st Ave NW,informal
01af5e3b-20d5-40b7-b185-fcb23c4bd432,9232 21ST Avenue Northwesst 98117 US,typo
01af5e3b-20d5-40b7-b185-fcb23c4bd432,9232 21st Ave NW 98117 US,abbreviation
5b58b95b-4120-4414-9e4a-06e1820429b6,3230 NE 95th St 98115 US,abbreviation
5b58b95b-4120-4414-9e4a-06e1820429b6,95th Street NE 3230 98115 US,reordered
5b58b95b-4120-4414-9e4a-06e1820429b6,3230 Northeast 95TH Street US,dropped_zip
37d9adc0-e7dc-426b-ad19-d09e560ca397,2431 WESTVIEW Drive West US,dropped_zip
37d9adc0-e7dc-426b-ad19-d09e560ca397,2431 WESTVIEW Dr W 98119 US,abbreviation
37d9adc0-e7dc-426b-ad19-d09e560ca397,2431 Westview Dr W,informal
5fb8f888-e94b-4ab8-927c-16a87b647605,10605 Seola Beach Dr SW,informal
5fb8f888-e94b-4ab8-927c-16a87b647605,10605 SEOLA BEACH Drive Southhwest 98146 US,typo
5fb8f888-e94b-4ab8-927c-16a87b647605,10605 SEOLA BEACH Dr SW 98146 US,abbreviation
b3be1cb0-bb16-4dfc-ac6f-615176c5758d,2428 31st Ave W 98199 US,abbreviation
b3be1cb0-bb16-4dfc-ac6f-615176c5758d,2428 31st Ave W,mixed
b3be1cb0-bb16-4dfc-ac6f-615176c5758d,2428 31ST Avenue West US,dropped_zip
48202279-4caf-4e1b-96c2-b633ecba4be7,8710 OVERLAKE Dr W 98039 US,abbreviation
48202279-4caf-4e1b-96c2-b633ecba4be7,8710 OVERLAKE Drive West US,dropped_zip
48202279-4caf-4e1b-96c2-b633ecba4be7,8710 OVERLAKE Drvie West 98039 US,typo
e088ee3b-8421-4e29-b408-79168f0f4247,7774 HIGHLAND PARK Way SW,informal
e088ee3b-8421-4e29-b408-79168f0f4247,7774 HIGHLAND PARK Wy SW 98106 US,abbreviation
e088ee3b-8421-4e29-b408-79168f0f4247,98106 US 7774 HIGHLAND PARK Way Southwest,reordered
94af6676-569c-4a4f-9f28-f1fec9de37de,10838 101ST Avenue Northeast US,dropped_zip
94af6676-569c-4a4f-9f28-f1fec9de37de,10838 101ST Avenue Northeats 98033 US,typo
94af6676-569c-4a4f-9f28-f1fec9de37de,10838 101st Ave NE,mixed
5f92d603-e2c1-4c94-87fd-29fcfd554dbe,7625 15TH Ave NE 98115 US,abbreviation
5f92d603-e2c1-4c94-87fd-29fcfd554dbe,7625 15th Ave NE,informal
cfb450df-0b49-46b0-9728-c7f75b42346d,98105 US 4115 51ST Avenue Northeast,reordered
cfb450df-0b49-46b0-9728-c7f75b42346d,4115 51ST Avenue Nprtheast 98105 US,typo
3aff6ef4-b490-4fc7-bcd4-3b2f9eeb63c7,703 21ST Ave E 98112 US,abbreviation
3aff6ef4-b490-4fc7-bcd4-3b2f9eeb63c7,703 21ST Avenue East US,dropped_zip
3aff6ef4-b490-4fc7-bcd4-3b2f9eeb63c7,703 21st Ave E,informal
9a6aa921-f60e-4a7f-8a2f-8f1c16143be1,8826 38TH Avenuw Southwest 98126 US,typo
9a6aa921-f60e-4a7f-8a2f-8f1c16143be1,8826 38TH Ave SW 98126 US,abbreviation
c1a4f817-240e-4940-8bfe-ce1eacf23b36,130 13TH Avenue US,dropped_zip
c1a4f817-240e-4940-8bfe-ce1eacf23b36,130 13th Ave,informal
5817fef8-90c7-4a98-96d8-ff6bcabfb813,745 B N 95TH St 98103 US,abbreviation
5817fef8-90c7-4a98-96d8-ff6bcabfb813,98103 US 745 B North 95TH Street,reordered
5817fef8-90c7-4a98-96d8-ff6bcabfb813,745 B North 95TH Sreet 98103 US,typo
019e9692-529b-4972-8664-d9231cb38e8b,1111 10th Ave E,informal
019e9692-529b-4972-8664-d9231cb38e8b,1111 10TH Avenue East US,dropped_zip
6b861c23-b881-4b57-9259-04d67291474d,2012 NE 92ND St 98115 US,abbreviation
6b861c23-b881-4b57-9259-04d67291474d,2012 Northeast 92ND Strete 98115 US,typo
6b861c23-b881-4b57-9259-04d67291474d,2012 NE 92nd St,mixed
bd9e8cb5-785e-485e-88ba-f9a5bdc3766f,628 W NICKERSON St,informal
bd9e8cb5-785e-485e-88ba-f9a5bdc3766f,98119 US 628 West NICKERSON Street,reordered
5d607569-3f8f-4e2b-a9fb-1e5223faff0e,4719 S BOND St 98118 US,abbreviation
5d607569-3f8f-4e2b-a9fb-1e5223faff0e,4719 South BOND Street US,dropped_zip
5d607569-3f8f-4e2b-a9fb-1e5223faff0e,4719 South BONND Street 98118 US,typo
d35e3405-194b-4312-aa89-131ba501ed73,300 NW 78th St,informal
d35e3405-194b-4312-aa89-131ba501ed73,300 NW 78TH St 98117 US,abbreviation
dd4fc895-b413-474b-972f-403c4b9f6cc7,98102 US 915 HARVARD Avenue East,reordered
dd4fc895-b413-474b-972f-403c4b9f6cc7,915 HARVARD Avnue East 98102 US,typo
dd4fc895-b413-474b-972f-403c4b9f6cc7,915 HARVARD Avenue East US,dropped_zip
d0712d4c-22d9-40e3-b5b2-c223368e53f2,2862 NW MARKET St 98107 US,abbreviation
d0712d4c-22d9-40e3-b5b2-c223368e53f2,2862 NW MARKET St,informal
dd202f12-82a3-4aa2-9d09-b8d14b534094,10802 31ST Avenue Southwest US,dropped_zip
dd202f12-82a3-4aa2-9d09-b8d14b534094,10802 31ST Avenue Southwet 98146 US,typo
dd202f12-82a3-4aa2-9d09-b8d14b534094,10802 31st Ave SW,mixed
b96e680b-0371-4f60-b32b-0d71fe714000,1233 EVERGREEN PT Rd 98039 US,abbreviation
b96e680b-0371-4f60-b32b-0d71fe714000,1233 EVERGREEN PT Rd,informal
656c7a25-032e-4936-b52b-081b59c3b92f,322 17TH Avenue East US,dropped_zip
656c7a25-032e-4936-b52b-081b59c3b92f,322 17TH Avanue East 98112 US,typo
656c7a25-032e-4936-b52b-081b59c3b92f,98112 US 322 17TH Avenue East,reordered
460d4880-8923-42ec-8a2f-544b578ed1ad,6419 23rd Ave S,informal
460d4880-8923-42ec-8a2f-544b578ed1ad,6419 23RD Ave S 98108 US,abbreviation
01ce517b-30f5-4c2c-abfe-05c084644858,10860 CRESTWOOD Drive South 98178 US,dropped_city
01ce517b-30f5-4c2c-abfe-05c084644858,10860 CRESTWOOD Dr S SEATTLE 98178 US,abbreviation
01ce517b-30f5-4c2c-abfe-05c084644858,10860 Crestwood Dr S Seattle,mixed
f524cdb5-877c-4172-a272-d1defe03bfa9,1350 30TH Avenie South 98144 US,typo
f524cdb5-877c-4172-a272-d1defe03bfa9,1350 30TH Avenue South US,dropped_zip
8e5711d8-cc23-4124-993f-07d8547331eb,2036 MCGILVRA Blvd E 98112 US,abbreviation
8e5711d8-cc23-4124-993f-07d8547331eb,2036 MCGILVRA Blvd E,informal
8e5711d8-cc23-4124-993f-07d8547331eb,98112 US 2036 MCGILVRA Boulevard East,reordered
3f1ca15f-7cab-4ed9-a730-c70e67a49b12,4709 STONE Way North US,dropped_zip
3f1ca15f-7cab-4ed9-a730-c70e67a49b12,4709 STONE Way Norht 98103 US,typo
3f1ca15f-7cab-4ed9-a730-c70e67a49b12,4709 Stone Way N,informal
72f026a0-86de-4509-9502-048b15190ba5,3032 52ND Ave SW 98116 US,abbreviation
72f026a0-86de-4509-9502-048b15190ba5,98116 US 3032 52ND Avenue Southwest,reordered
72f026a0-86de-4509-9502-048b15190ba5,3032 52nd Ave SW,informal
53bc4ba5-bb02-4354-bab2-5036ee8dbf0c,9207 9TH Ave NW 98117 US,abbreviation
53bc4ba5-bb02-4354-bab2-5036ee8dbf0c,9207 9TH Avenue Northwest US,dropped_zip
53bc4ba5-bb02-4354-bab2-5036ee8dbf0c,9207 9th Ave NW,informal
25cad882-89da-406d-a572-269a44a146a0,7323 17TH Aveune Northwest 98117 US,typo
25cad882-89da-406d-a572-269a44a146a0,98117 US 7323 17TH Avenue Northwest,reordered
25cad882-89da-406d-a572-269a44a146a0,7323 17TH Ave NW US,mixed
28069b6a-0f00-44bd-b520-d21e1a441c9e,6548 DELRIDGE Wy SW 98106 US,abbreviation
28069b6a-0f00-44bd-b520-d21e1a441c9e,6548 DELRIDGE Way Southwest US,dropped_zip
10b2fd3d-5a9c-46a3-b7ee-aed9ee5699ff,805 NW 63rd St,informal
10b2fd3d-5a9c-46a3-b7ee-aed9ee5699ff,805 Norhwest 63RD Street 98107 US,typo
57dfe629-73bf-4bc4-9841-9e30d8d86dae,10702 COUNTRY CLUB Lane South 98168 US,dropped_city
57dfe629-73bf-4bc4-9841-9e30d8d86dae,10702 Country Club Ln S Seattle,informal
57dfe629-73bf-4bc4-9841-9e30d8d86dae,Seattle 10702 Country Club Ln S 98168,mixed
1c896d29-2a1e-425f-933e-5a7419a4a425,3225 E MARGINAL Wy S 98134 US,abbreviation
1c896d29-2a1e-425f-933e-a57419a4a425,3225 East MARGINAL Way South US,dropped_zip
3f25d6a2-e60f-43e6-beb1-becdf0884ec2,4970 12TH Avenue Sout 98108 US,typo
3f25d6a2-e60f-43e6-beb1-becdf0884ec2,4970 12th Ave S,informal
39f57eea-4652-47ea-84eb-e08195ce86c3,3736 SW AUSTIN St 98126 US,abbreviation
39f57eea-4652-47ea-84eb-e08195ce86c3,98126 US 3736 Southwest AUSTIN Street,reordered
c0d5f65f-c4d8-4993-8880-426325a659a7,1214 East COLUMBIA Street US,dropped_zip
c0d5f65f-c4d8-4993-8880-426325a659a7,1214 E Columbia St,informal
3e1ce2a5-99f1-4938-9206-332e9cb64c98,234 1ST Ave W 98119 US,abbreviation
3e1ce2a5-99f1-4938-9206-332e9cb64c98,234 1ST Aveune West 98119 US,typo
3a428eac-73de-4cba-b029-3dc55ef32665,2247 NW 62nd St,informal
3a428eac-73de-4cba-b029-3dc55ef32665,2247 Northwest 62ND Street US,dropped_zip
96d0cf0c-7199-4388-b802-c0972c7781e4,1608 20TH Ave 98122 US,abbreviation
96d0cf0c-7199-4388-b802-c0972c7781e4,98122 US 1608 20TH Avenue,reordered
4daa7fd8-03a4-4686-b464-8a104c0adc02,4508 Southwest ATLANITC Street 98116 US,typo
4daa7fd8-03a4-4686-b464-8a104c0adc02,4508 Southwest ATLANTIC Street US,dropped_zip
6301e880-a65f-4ade-a65a-da7b0e317599,915 WARREN Ave N 98109 US,abbreviation
6301e880-a65f-4ade-a65a-da7b0e317599,915 Warren Ave N,informal
cbceb949-418a-4bab-9da1-d5b3ba1a88ce,7757 23RD Aveneu Northwest 98117 US,typo
cbceb949-418a-4bab-9da1-d5b3ba1a88ce,98117 US 7757 23RD Avenue Northwest,reordered
ff117242-1900-4198-a322-bb1dab01880a,9450 9TH Ave SW 98106 US,abbreviation
ff117242-1900-4198-a322-bb1dab01880a,9450 9TH Avenue Southwest US,dropped_zip
24244c50-bb48-43b3-8cd5-4c55523ff323,904 23rd Ave S,informal
24244c50-bb48-43b3-8cd5-4c55523ff323,904 23RD Avenue Soth 98144 US,typo
d4f1a259-488e-466c-86d1-02375c814d81,839 NE 96TH St 98115 US,abbreviation
d4f1a259-488e-466c-86d1-02375c814d81,839 Northeast 96TH Street US,dropped_zip
2e4ada96-cffe-448b-996a-533315b533d9,401 2ND Avenu South 98104 US,typo
2e4ada96-cffe-448b-996a-533315b533d9,98104 US 401 2ND Avenue South,reordered
d78e09f8-0a1b-43da-ace9-6f29f3ba163a,832 S FIDALGO St 98108 US,abbreviation
d78e09f8-0a1b-43da-ace9-6f29f3ba163a,832 S Fidalgo St,informal
d1a5d69b-825f-47d5-9836-a7c5c3b3e0a6,4051 48TH Avenue Southwest US,dropped_zip
d1a5d69b-825f-47d5-9836-a7c5c3b3e0a6,4051 48TH Avenue Southwes 98116 US,typo
208dc53f-3194-48f1-9a92-fddcf3fcfae0,2811 8TH Ave W 98119 US,abbreviation
208dc53f-3194-48f1-9a92-fddcf3fcfae0,2811 8th Ave W,informal
557d4fc1-ac2e-4ec2-b33d-a811cb0af5b6,7928 MLK Jr Way S 98118 US,abbreviation
557d4fc1-ac2e-4ec2-b33d-a811cb0af5b6,7928 MARTIN LUTHER KING JR Way South US,dropped_zip
557d4fc1-ac2e-4ec2-b33d-a811cb0af5b6,7928 MLK Way S,mixed
c2c756d0-83aa-4466-88c4-7c7fbc5b1f62,5507 17TH Avenue Sout 98108 US,typo
c2c756d0-83aa-4466-88c4-7c7fbc5b1f62,98108 US 5507 17TH Avenue South,reordered
05741349-f5f4-4e9e-8111-4e3263ee5b3e,4819 PHINNEY Ave N 98103 US,abbreviation
05741349-f5f4-4e9e-8111-4e3263ee5b3e,4819 Phinney Ave N,informal
eb2f7680-ff0b-46e5-bd7e-1cf49ed73319,5205 9TH Ave NW Seattle WA 98107 US,abbreviation
eb2f7680-ff0b-46e5-bd7e-1cf49ed73319,5205 9TH Avenue Northwest Seattle WA US,dropped_zip
eb2f7680-ff0b-46e5-bd7e-1cf49ed73319,5205 9th Ave NW Seattle,informal
d9fec4e1-ad54-44bf-917b-5753b17971ba,8735 24TH Avennue Northwest Seattle WA 98117 US,typo
d9fec4e1-ad54-44bf-917b-5753b17971ba,8735 24TH Avenue Northwest WA 98117 US,dropped_city
d9fec4e1-ad54-44bf-917b-5753b17971ba,Seattle WA 8735 24TH Avenue Northwest 98117 US,reordered
8caab251-4ca6-467d-b881-c84d4067b663,6047 33RD Ave S Seattle WA 98118 US,abbreviation
8caab251-4ca6-467d-b881-c84d4067b663,6047 33rd Ave S Seattle,informal
6207811d-154e-4307-b494-afb96f16a4a3,4130 41ST Avenue South Seattle WA US,dropped_zip
6207811d-154e-4307-b494-afb96f16a4a3,4130 41ST Aveneu South Seattle WA 98118 US,typo
98330fa9-9538-4ad4-8bdd-027da678253c,Seattle WA 2451 26TH Avenue East 98112 US,reordered
98330fa9-9538-4ad4-8bdd-027da678253c,2451 26TH Ave E Seattle WA 98112 US,abbreviation
6fd38710-f24d-4a36-aa46-54343fa6d7fc,10755 56TH Avenue South WA 98178 US,dropped_city
6fd38710-f24d-4a36-aa46-54343fa6d7fc,10755 56th Ave S Seattle,informal
af6f5880-1af9-43f3-a2fb-bd12c60da05c,1015 N 40TH St Seattle WA 98103 US,abbreviation
af6f5880-1af9-43f3-a2fb-bd12c60da05c,1015 North 40TH Sreet Seattle WA 98103 US,typo
af6f5880-1af9-43f3-a2fb-bd12c60da05c,1015 N 40TH Sreet Seattle WA US,mixed
867679cf-6ebe-46b8-b4db-ca0f78c629ea,3514 South DAWSON Street Seattle WA US,dropped_zip
867679cf-6ebe-46b8-b4db-ca0f78c629ea,Seattle WA 3514 South DAWSON Street 98118 US,reordered
1ab0a4b5-58da-4e36-8070-e596a3fb351c,2521 N 40th St Seattle,informal
1ab0a4b5-58da-4e36-8070-e596a3fb351c,2521 N 40TH St Seattle WA 98103 US,abbreviation
d3d3518b-8888-4986-a09e-da1941320ea2,2816 BOYER Aveue East Seattle WA 98102 US,typo
d3d3518b-8888-4986-a09e-da1941320ea2,2816 BOYER Avenue East WA 98102 US,dropped_city
ab57caff-638c-4dc8-83c0-e2baa3bca1c9,Seattle WA 1807 BROADWAY East 98102 US,reordered
ab57caff-638c-4dc8-83c0-e2baa3bca1c9,1807 Broadway E Seattle,informal
929d70fd-9c03-4d41-aa45-deffea6c5f66,3606 36TH Ave S Seattle WA 98144 US,abbreviation
929d70fd-9c03-4d41-aa45-deffea6c5f66,3606 36TH Avenue South Seattle WA US,dropped_zip
f20ab93c-d56a-474a-aebb-4f577119d9cd,7704 SE 39TH St Issaquah WA 98040 US,abbreviation
f20ab93c-d56a-474a-aebb-4f577119d9cd,7704 Southeast 39TH Strete Issaquah WA 98040 US,typo
f20ab93c-d56a-474a-aebb-4f577119d9cd,7704 Southeast 39TH Street WA 98040 US,dropped_city
d045b90c-4525-4e20-93b8-c587c25c7ebc,7918 46th Ave S Seattle,informal
d045b90c-4525-4e20-93b8-c587c25c7ebc,Seattle WA 7918 46TH Avenue South 98118 US,reordered
09dd21bb-3cc4-40d2-ab29-59dfb96841e9,5121 South RUGGLES Street Seattle WA US,dropped_zip
09dd21bb-3cc4-40d2-ab29-59dfb96841e9,5121 S RUGGLES St Seattle WA 98178 US,abbreviation
beb08ac2-ae32-4b7e-ab31-0afd8fc6dde1,2709 2ND Avenuw North Seattle WA 98109 US,typo
beb08ac2-ae32-4b7e-ab31-0afd8fc6dde1,2709 2ND Avenue North WA 98109 US,dropped_city
847619c3-f9ba-4d58-b113-937d5f14885a,Seattle WA 3203 23RD Avenue West 98199 US,reordered
847619c3-f9ba-4d58-b113-937d5f14885a,3203 23rd Ave W Seattle,informal
e475c911-5d62-42eb-8f80-ae0b389b3a44,3439 16TH Ave W Seattle WA 98119 US,abbreviation
e475c911-5d62-42eb-8f80-ae0b389b3a44,3439 16TH Avenue West Seattle WA US,dropped_zip
fb4f781f-d584-40ff-b552-814615694b2b,4013 Southwest MARYLAD Place Seattle WA 98116 US,typo
fb4f781f-d584-40ff-b552-814615694b2b,4013 SW Maryland Pl Seattle,informal
fb4f781f-d584-40ff-b552-814615694b2b,4013 SW MARYLAD Pl WA 98116 US,mixed
3c99aa89-d293-4708-9deb-3f7c7e9741c1,4811 29TH Avenue South WA 98108 US,dropped_city
3c99aa89-d293-4708-9deb-3f7c7e9741c1,4811 29TH Ave S Seattle WA 98108 US,abbreviation
aa1fbec6-cf9c-4bcb-a756-a9fe6e20c7bb,Seattle WA 1417 Northwest 64TH Street 98107 US,reordered
aa1fbec6-cf9c-4bcb-a756-a9fe6e20c7bb,1417 Northwest 64TH Street Seattle WA US,dropped_zip
2a23351c-bdcb-44d6-aadc-ea22156a5615,7735 16th Ave SW Seattle,informal
2a23351c-bdcb-44d6-aadc-ea22156a5615,7735 16TH Avenuw Southwest Seattle WA 98106 US,typo
11727593-84d4-4d6b-af45-f856080d356f,3922 C LINDEN Ave N Seattle WA 98103 US,abbreviation
11727593-84d4-4d6b-af45-f856080d356f,3922 C LINDEN Avenue North WA 98103 US,dropped_city
11727593-84d4-4d6b-af45-f856080d356f,3922 C LINDEN Ave N Seatle WA US,mixed
df8e432c-7f2e-4601-8e8c-e2c8d4a6038c,8034 WALLINGFORD Avenue North Seattle WA US,dropped_zip
df8e432c-7f2e-4601-8e8c-e2c8d4a6038c,Seattle WA 8034 WALLINGFORD Avenue North 98103 US,reordered
69f7d4bc-f018-4ef9-8dcf-5ca9894b78fb,210 21st Ave Seattle,informal
69f7d4bc-f018-4ef9-8dcf-5ca9894b78fb,210 21ST Aveneu Seattle WA 98122 US,typo
d90e3537-0729-45a8-89f6-526a49d439bd,614 12th Ave E Seattle 98102 US,abbreviation
d90e3537-0729-45a8-89f6-526a49d439bd,614 12TH Avenue East Seattle US,dropped_zip
d90e3537-0729-45a8-89f6-526a49d439bd,614 12TH Avnue East Seattle 98102 US,typo
2c11bb0b-9116-4afe-9f3b-1e8ea7f51842,3321 31st Ave SW Seattle,informal
2c11bb0b-9116-4afe-9f3b-1e8ea7f51842,3321 31ST Avenue Southwest 98126 US,dropped_city
2c11bb0b-9116-4afe-9f3b-1e8ea7f51842,3321 31st Ave SW 98126,mixed
7137c3a0-3698-494b-8517-79a2d347c638,1215 16th Ave E Seattle 98112 US,abbreviation
7137c3a0-3698-494b-8517-79a2d347c638,Seattle 1215 16TH Avenue East 98112 US,reordered
feb8a965-627e-4f0f-ba1e-a487d08f43ec,1019 NE 62nd St Seattle 98115 US,abbreviation
feb8a965-627e-4f0f-ba1e-a487d08f43ec,1019 Northeast 62ND Street Seattle US,dropped_zip
