original_id,user_input,variation_type
feb8a965-627e-4f0f-ba1e-a487d08f43ec,1019 NE 62nd St Seattle,mixed
c74c2258-3fab-4e2a-97b6-0b6811ae43ac,5228 Fauntleroy Way SW Seattle,informal
c74c2258-3fab-4e2a-97b6-0b6811ae43ac,5228 FAUNTLEROY Way Southwet Seattle 98136 US,typo
15e09e38-773c-4394-937c-49db280fe372,804 N 43rd St Seattle 98103 US,abbreviation
15e09e38-773c-4394-937c-49db280fe372,804 North 43RD Street 98103 US,dropped_city
15e09e38-773c-4394-937c-49db280fe372,804 N 43rd St 98103,mixed
c36ab614-41a8-476d-ab73-864aa0762e5c,10039 16th Ave SW Seattle 98146 US,abbreviation
c36ab614-41a8-476d-ab73-864aa0762e5c,10039 16th Ave SW Seattle,informal
c36ab614-41a8-476d-ab73-864aa0762e5c,Seattle 10039 16TH Avenue Southwest 98146 US,reordered
f22019c8-aeca-4143-88f7-d95ea2f6aba0,214 NW 72nd St Seattle 98117 US,abbreviation
f22019c8-aeca-4143-88f7-d95ea2f6aba0,214 Northwest 72ND Strete Seattle 98117 US,typo
127e2ac5-1f1b-4ea2-a91e-525d0ec56fd6,9406 35TH Avenue Southwest Seattle US,dropped_zip
127e2ac5-1f1b-4ea2-a91e-525d0ec56fd6,9406 35th Ave SW,informal
4a255b8d-0164-4cf6-8e21-1ae778feddfd,320 NW 78th St Seattle 98117 US,abbreviation
4a255b8d-0164-4cf6-8e21-1ae778feddfd,Seattle 320 Northwest 78TH Street 98117 US,reordered
4a255b8d-0164-4cf6-8e21-1ae778feddfd,"320 NW 78th St, Seattle",mixed
30a5fb15-2eeb-4308-a37f-7676c4cc49d4,3455 Thorndyke Ave W Seattle 98119 US,abbreviation
30a5fb15-2eeb-4308-a37f-7676c4cc49d4,3455 THORNDYKE Avnue West Seattle 98119 US,typo
82a4567f-f3ac-4b2e-8910-b4f90aa57e04,1138 Broadway E Seattle,informal
82a4567f-f3ac-4b2e-8910-b4f90aa57e04,1138 BROADWAY East 98102 US,dropped_city
8869f827-b452-4fee-9cbd-557c175369df,7732 32nd Ave NE Seattle 98115 US,abbreviation
8869f827-b452-4fee-9cbd-557c175369df,7732 32ND Avenue Northeast Seattle US,dropped_zip
8869f827-b452-4fee-9cbd-557c175369df,7732 32ND Avenue Northest Seattle 98115 US,typo
71b6a167-fc40-4819-bcf3-b755758149ab,10003 47th Ave SW Seattle,informal
71b6a167-fc40-4819-bcf3-b755758149ab,Seattle 10003 47TH Avenue Southwest 98146 US,reordered
3c50cfa3-57fa-487c-9a55-7ad569f365b8,11006 Roseberg Ave S Seattle 98168 US,abbreviation
3c50cfa3-57fa-487c-9a55-7ad569f365b8,11006 ROSEBERG Avenue South 98168 US,dropped_city
3c50cfa3-57fa-487c-9a55-7ad569f365b8,"11006 Roseberg Ave S, 98168",mixed
ac67754d-8364-40cc-beed-80030be9b9d8,3924 SW Arroyo Ct Seattle 98146 US,abbreviation
ac67754d-8364-40cc-beed-80030be9b9d8,3924 Southwest ARROYO Courtt Seattle 98146 US,typo
c0d7d2fb-8b02-49e6-a266-eafeb8b69e81,3837 E Crockett Seattle,informal
c0d7d2fb-8b02-49e6-a266-eafeb8b69e81,3837 East CROCKETT Street Seattle US,dropped_zip
2b1f0ee9-41f5-496e-a46c-7474524d07fb,9552 Phinney Ave N Seattle 98103 US,abbreviation
2b1f0ee9-41f5-496e-a46c-7474524d07fb,Seattle 9552 PHINNEY Avenue North 98103 US,reordered
2b1f0ee9-41f5-496e-a46c-7474524d07fb,Phinney Ave N 9552 Seattle,mixed
391f6c39-a3c4-4dd9-8252-47ab54b7cf57,1556 NW 56th St Seattle 98107 US,abbreviation
391f6c39-a3c4-4dd9-8252-47ab54b7cf57,1556 Northwest 56TH Street 98107 US,dropped_city
391f6c39-a3c4-4dd9-8252-47ab54b7cf57,1556 Northwest 56TH Streeet Seattle 98107 US,typo
c8577f47-bebb-4975-ac29-2b83e8f7cb1f,842 NE 94th Seattle,informal
c8577f47-bebb-4975-ac29-2b83e8f7cb1f,842 Northeast 94TH Street Seattle US,dropped_zip
ae0af281-e2dc-4b6d-ab8e-c2a6fc0231e8,127 14th Ave Bellevue 98033 US,abbreviation
ae0af281-e2dc-4b6d-ab8e-c2a6fc0231e8,Bellevue 127 14TH Avenue 98033 US,reordered
ae0af281-e2dc-4b6d-ab8e-c2a6fc0231e8,"127 14th Ave, Bellevue",mixed
602a44e8-2f32-4c2b-9a55-a8b0ebb6126d,4328 12th Ave S Seattle 98108 US,abbreviation
602a44e8-2f32-4c2b-9a55-a8b0ebb6126d,4328 12TH Avenue Soutth Seattle 98108 US,typo
2c9a46bd-ba68-4899-970a-e36fca7de0c3,8628 22nd Ave SW Seattle,informal
2c9a46bd-ba68-4899-970a-e36fca7de0c3,8628 22ND Avenue Southwest 98106 US,dropped_city
2c9a46bd-ba68-4899-970a-e36fca7de0c3,8628 22nd Ave SW 98106,mixed
6c64447c-e770-447c-b518-8998833a3351,533 N 66th St Seattle 98103 US,abbreviation
6c64447c-e770-447c-b518-8998833a3351,533 North 66TH Street Seattle US,dropped_zip
028bbcbb-c543-4e55-aa7d-7f180a5dac40,3502 96th Ave SE Mercer Island 98040 US,abbreviation
028bbcbb-c543-4e55-aa7d-7f180a5dac40,3502 96TH Avenue Southest Mercer Island 98040 US,typo
028bbcbb-c543-4e55-aa7d-7f180a5dac40,Mercer Island 3502 96TH Avenue Southeast 98040 US,reordered
e1cb136a-2d1a-48e5-81f3-cf69a0ab8d04,7741 30th Ave SW 98126 US,abbreviation
e1cb136a-2d1a-48e5-81f3-cf69a0ab8d04,7741 30TH Avenue Southwest Seattle US,dropped_zip
e1cb136a-2d1a-48e5-81f3-cf69a0ab8d04,7741 30TH Avenue Southwest WA 98126 US,dropped_city
37a9aa10-04c4-4be5-805d-bdae12dd5fc0,4114 37th Ave S,informal
37a9aa10-04c4-4be5-805d-bdae12dd5fc0,37TH Avenue South 4114 98118 US,reordered
37a9aa10-04c4-4be5-805d-bdae12dd5fc0,4114 37TH Avenue South WA 98118 US,dropped_city
b54bc743-4da2-4384-b119-c6e00295f4bb,8234 Fairway Dr NE 98115 US,abbreviation
b54bc743-4da2-4384-b119-c6e00295f4bb,Fairway Dr NE 8234 98115 US,reordered
b54bc743-4da2-4384-b119-c6e00295f4bb,8234 FAIRWAY Drive Northeast Seattle US,dropped_zip
4a67d569-2cea-442f-a0aa-cd843e6b9bfa,1414 S Director St 98108 US,abbreviation
4a67d569-2cea-442f-a0aa-cd843e6b9bfa,1414 South DIRECTOR Street Seattle US,dropped_zip
4a67d569-2cea-442f-a0aa-cd843e6b9bfa,1414 South DIRECTOR Street WA 98108 US,dropped_city
ca340d54-e945-4e87-9ace-1ff919aad916,6322 HIGH PONT Drive Southwest 98106 US,typo
ca340d54-e945-4e87-9ace-1ff919aad916,6322 High Point Dr SW,informal
ca340d54-e945-4e87-9ace-1ff919aad916,6322 High Point Dr SW Seattle,mixed
44462881-157c-45ab-81f8-5a2f81aa8e0f,8448 26th Ave SW 98106 US,abbreviation
44462881-157c-45ab-81f8-5a2f81aa8e0f,8448 26TH Avenue Southwest WA 98106 US,dropped_city
44462881-157c-45ab-81f8-5a2f81aa8e0f,26th Ave SW 8448 98106 US,reordered
2ca22d90-fac3-42ec-8eba-af82b8ab9094,43rd Ave NE 3812 98105 US,reordered
2ca22d90-fac3-42ec-8eba-af82b8ab9094,3812 43RD Avenue Northeast Seattle US,dropped_zip
2ca22d90-fac3-42ec-8eba-af82b8ab9094,3812 43rd Ave NE Seattle,mixed
0f7677e0-1063-4dc1-b980-64eff115798a,7766 11th Ave SW,informal
0f7677e0-1063-4dc1-b980-64eff115798a,7766 11TH Avenue Southweat 98106 US,typo
0f7677e0-1063-4dc1-b980-64eff115798a,7766 11TH Avenue Southwest WA 98106 US,dropped_city
c689cd83-7f40-455f-a582-4481b4edd239,8145 4th Ave SW 98106 US,abbreviation
c689cd83-7f40-455f-a582-4481b4edd239,4th Ave SW 8145 98106 US,reordered
c689cd83-7f40-455f-a582-4481b4edd239,8145 4TH Avenue Southwest Seattle US,dropped_zip
e540fcea-9629-400f-86a3-7afd4573a09d,1527 HARVARD Aveneu 98122 US,typo
e540fcea-9629-400f-86a3-7afd4573a09d,1527 HARVARD Avenue Seattle US,dropped_zip
e540fcea-9629-400f-86a3-7afd4573a09d,1527 Harvard Ave,informal
7c9df480-9f64-4fe4-9b1f-4bd25820963f,11452 69th Pl S 98178 US,abbreviation
7c9df480-9f64-4fe4-9b1f-4bd25820963f,11452 69th Pl S,informal
7c9df480-9f64-4fe4-9b1f-4bd25820963f,11452 69TH Place South WA 98178 US,dropped_city
dbebc6b3-dbd3-4c15-b41a-f2ba59009240,10015 NE 12th St 98004 US,abbreviation
dbebc6b3-dbd3-4c15-b41a-f2ba59009240,10015 Northeast 12TH Street Bellevue US,dropped_zip
dbebc6b3-dbd3-4c15-b41a-f2ba59009240,10015 Northeast 12TH Street WA 98004 US,dropped_city
037d9f03-379c-4e5b-a2fa-6e34c6787ff4,South STATE Street 1816 98144 US,reordered
037d9f03-379c-4e5b-a2fa-6e34c6787ff4,1816 South STTATE Street 98144 US,typo
037d9f03-379c-4e5b-a2fa-6e34c6787ff4,1816 S State St 98144 US,abbreviation
47f90d16-5e57-4746-9b72-3e61775107b9,3715 34th Ave SW 98126 US,abbreviation
47f90d16-5e57-4746-9b72-3e61775107b9,3715 34TH Avenue Southwest Seattle US,dropped_zip
47f90d16-5e57-4746-9b72-3e61775107b9,3715 34th SW,informal
0dbf57e3-f144-4592-bf4f-c4eab0e54770,3309 S Orcas St,informal
0dbf57e3-f144-4592-bf4f-c4eab0e54770,ORCAS Street South 3309 98118 US,reordered
0dbf57e3-f144-4592-bf4f-c4eab0e54770,3309 South ORCAS Street WA 98118 US,dropped_city
ee0d79ca-d5d5-40d2-a13a-2cdbf8dccfd1,1821 Harvard Ave 98122 US,abbreviation
ee0d79ca-d5d5-40d2-a13a-2cdbf8dccfd1,Harvard Ave 1821 98122 US,reordered
ee0d79ca-d5d5-40d2-a13a-2cdbf8dccfd1,1821 HARVARD Avnue 98122 US,typo
bfed1d54-67fb-43e9-8ede-95f41775a60f,2030 PARKSIDE Drive Eaast 98112 US,typo
bfed1d54-67fb-43e9-8ede-95f41775a60f,2030 PARKSIDE Drive East Seattle US,dropped_zip
bfed1d54-67fb-43e9-8ede-95f41775a60f,2030 Parkside Dr E 98112 US,abbreviation
efaa82f0-9b7b-451e-8850-8097cfc0e5fe,6500 Park Point Ln NE 98115 US,abbreviation
efaa82f0-9b7b-451e-8850-8097cfc0e5fe,6500 Park Point Ln NE,informal
efaa82f0-9b7b-451e-8850-8097cfc0e5fe,6500 PARK POINT Lane Northeast WA 98115 US,dropped_city
4192419e-79e3-4354-a571-f620f33790a7,44th Ave SW 6552 98136 US,reordered
4192419e-79e3-4354-a571-f620f33790a7,6552 44th Ave SW Seattle,mixed
4192419e-79e3-4354-a571-f620f33790a7,6552 44TH Avenue Southwet 98136 US,typo
f19b14e7-dd05-4d99-9a2b-fb5c0695097f,4208 SW 102nd St 98146 US,abbreviation
f19b14e7-dd05-4d99-9a2b-fb5c0695097f,4208 Southwest 102ND Streett 98146 US,typo
f19b14e7-dd05-4d99-9a2b-fb5c0695097f,4208 Southwest 102ND Street Seattle US,dropped_zip
d2f850c4-1f94-4e3e-a573-9bac05a7b57e,4648 89TH Avenue Southeast Mercer Island US,dropped_zip
d2f850c4-1f94-4e3e-a573-9bac05a7b57e,4648 89th Ave SE,informal
d2f850c4-1f94-4e3e-a573-9bac05a7b57e,4648 89TH Avenue Southeast WA 98040 US,dropped_city
9ca99c26-ee89-4a5f-9feb-60b0d01731d6,1712 18th Ave S 98144 US,abbreviation
9ca99c26-ee89-4a5f-9feb-60b0d01731d6,18th Ave S 1712 98144 US,reordered
9ca99c26-ee89-4a5f-9feb-60b0d01731d6,1712 18th S,informal
80c4d6e1-80b2-4978-8a2d-4ff057425412,212 3RD Avenuw South 98104 US,typo
80c4d6e1-80b2-4978-8a2d-4ff057425412,212 3rd Ave S,informal
80c4d6e1-80b2-4978-8a2d-4ff057425412,212 3RD Avenue South Seattle US,dropped_zip
f1a3357b-0d95-4fa4-9720-c7ff67abf862,2330 Yale Ave E 98102 US,abbreviation
f1a3357b-0d95-4fa4-9720-c7ff67abf862,2330 YALE Avenue East Seattle US,dropped_zip
f1a3357b-0d95-4fa4-9720-c7ff67abf862,Yale Ave East 2330 98102 US,reordered
9d8607d7-1748-48cb-972b-0eead9b8d188,3407 34th Ave S,informal
9d8607d7-1748-48cb-972b-0eead9b8d188,3407 34TH Avenue Soutth 98144 US,typo
9d8607d7-1748-48cb-972b-0eead9b8d188,3407 34TH Avenue South Seattle US,dropped_zip
dccbeac9-359b-42fe-8415-664773166bb5,520 99th Ave NE 98004 US,abbreviation
dccbeac9-359b-42fe-8415-664773166bb5,520 99TH Aveneu Northeast 98004 US,typo
dccbeac9-359b-42fe-8415-664773166bb5,520 99th Ave NE,informal
11b4394a-7a61-47c4-bc0e-350e7fb3851b,1256 Parkside Drive East US,dropped_zip
11b4394a-7a61-47c4-bc0e-350e7fb3851b,Parkside Drive East 1256 98112 US,reordered
11b4394a-7a61-47c4-bc0e-350e7fb3851b,1256 Parkside Dr E 98112,mixed
4b4c1bb4-548c-41cf-9e42-1c5ef3c5751f,401 23rd Ave E 98112 US,abbreviation
4b4c1bb4-548c-41cf-9e42-1c5ef3c5751f,401 23RD Avenue East 98121 US,typo
24abe766-088b-4a74-aae7-cac1e4bff7bc,9001 35th Ave SW,informal
24abe766-088b-4a74-aae7-cac1e4bff7bc,9001 35th Avenue Southwest US,dropped_zip
049b37c0-aa0e-44d0-8a96-a06281fba743,8825 B Stone Ave N 98103 US,abbreviation
049b37c0-aa0e-44d0-8a96-a06281fba743,Stone Avenue North 8825 B 98103 US,reordered
049b37c0-aa0e-44d0-8a96-a06281fba743,8825 B STNE Avenue North 98103 US,typo
998850de-da73-42d7-8e1e-96820526face,8300 32nd Avenue Northwest US,dropped_zip
998850de-da73-42d7-8e1e-96820526face,8300 32nd Ave NW,informal
3d29c2a8-0c71-41a8-9e75-8c82d09b0e25,4035 47th Ave SW 98116 US,abbreviation
3d29c2a8-0c71-41a8-9e75-8c82d09b0e25,4035 47TH Avenue Southwet 98116 US,typo
c1cc088d-8047-4e86-ae22-f4cf1dc3af7e,3900 Sunnyside Ave N,informal
c1cc088d-8047-4e86-ae22-f4cf1dc3af7e,Sunnyside Avenue North 3900 98103 US,reordered
557c6eb2-dac5-4a47-830d-50930b7afba3,3100 21st Ave S 98144 US,abbreviation
557c6eb2-dac5-4a47-830d-50930b7afba3,3100 21st Avenue South US,dropped_zip
94ae5195-44f7-445d-b403-9d87deb2fa78,2414 D Southwest HLDEN Street 98126 US,typo
94ae5195-44f7-445d-b403-9d87deb2fa78,2414 D SW Holden St,informal
94ae5195-44f7-445d-b403-9d87deb2fa78,2414 D SW Holden St 98126,mixed
73da858a-e51f-4563-9e24-67fd32642e5a,916 W Howe St 98119 US,abbreviation
73da858a-e51f-4563-9e24-67fd32642e5a,Howe Street West 916 98119 US,reordered
83c4b465-299c-4c98-970a-198bc8c0841d,7416 39th Avenue South US,dropped_zip
83c4b465-299c-4c98-970a-198bc8c0841d,7416 39TH Avenue Suth 98118 US,typo
3f6403ad-b788-4555-a287-a6e12b00b2a1,6818 54th Ave NE,informal
3f6403ad-b788-4555-a287-a6e12b00b2a1,6818 54th Ave NE 98115 US,abbreviation
699b79c0-368d-4a1d-8605-9084d8b23c26,10435 15th Avenue Southwest 98146 US,dropped_city
699b79c0-368d-4a1d-8605-9084d8b23c26,10435 15th Ave SW Seattle 98146 US,abbreviation
699b79c0-368d-4a1d-8605-9084d8b23c26,Seattle 10435 15th Avenue Southwest 98146 US,reordered
5d1c5480-4ee0-432e-ad77-0c614bf12f81,908 North 71ST Strete 98103 US,typo
5d1c5480-4ee0-432e-ad77-0c614bf12f81,908 North 71st Street US,dropped_zip
685c8317-6564-4887-a613-6e137b12ab48,4416 S Hudson St,informal
685c8317-6564-4887-a613-6e137b12ab48,4416 S Hudson St 98118 US,abbreviation
6ef8e7cd-e076-4546-898e-7476b8aee85f,17th Avenue South 1814 98144 US,reordered
6ef8e7cd-e076-4546-898e-7476b8aee85f,1814 17th Avenue South US,dropped_zip
ad9126de-0f1b-49d1-997b-fb30aee65dea,2438 Lorentz Pl N 98109 US,abbreviation
ad9126de-0f1b-49d1-997b-fb30aee65dea,2438 LORENTZ Place Noth 98109 US,typo
96c4bc8c-b60d-4a89-88e0-6490788a7855,7047 35th Ave NE,informal
96c4bc8c-b60d-4a89-88e0-6490788a7855,7047 35th Avenue Northeast US,dropped_zip
936a5eb6-9f63-48d3-a640-e43e92383865,833 NW 67th St 98117 US,abbreviation
936a5eb6-9f63-48d3-a640-e43e92383865,67th Street Northwest 833 98117 US,reordered
1bfa6397-b548-41e9-ba32-b5aac4916fd2,1114 15TH Avenue Est 98112 US,typo
1bfa6397-b548-41e9-ba32-b5aac4916fd2,1114 15th Avenue East US,dropped_zip
00da0af5-ca1f-4929-aafc-a8ddd156b20a,646 16th Ave W,informal
00da0af5-ca1f-4929-aafc-a8ddd156b20a,646 16th Ave W 98033 US,abbreviation
c9dcafc9-3494-409f-abbd-8f732239b356,13th Avenue South 6200 98108 US,reordered
c9dcafc9-3494-409f-abbd-8f732239b356,6200 13th Avenue South US,dropped_zip
4d91817f-a952-45cd-b650-cb84d74259b5,526 South KING Steet 98104 US,typo
4d91817f-a952-45cd-b650-cb84d74259b5,526 S King St,informal
774562fc-f5d7-4701-b0f3-c8c39a02f8c9,9827 6th Place Southwest 98106 US,dropped_city
774562fc-f5d7-4701-b0f3-c8c39a02f8c9,9827 6th Pl SW Seattle 98106 US,abbreviation
774562fc-f5d7-4701-b0f3-c8c39a02f8c9,9827 6th Pl SW 98106,mixed
a350b5c6-1e61-43e3-be58-d435c6b875f9,3001 36th Ave SW 98126 US,abbreviation
a350b5c6-1e61-43e3-be58-d435c6b875f9,3001 36TH Avenue Southwest Seattle US,dropped_zip
a350b5c6-1e61-43e3-be58-d435c6b875f9,3001 36TH Avenue Southwest 98126 US,dropped_city
ad0c3c06-a143-4083-860f-179008af796f,409 Northwest 60TH Strete 98107 US,typo
ad0c3c06-a143-4083-860f-179008af796f,98107 US 409 Northwest 60TH Street,reordered
ad0c3c06-a143-4083-860f-179008af796f,409 NW 60th St Seattle,mixed
c8b1d54e-e18f-45f4-ad4a-a4d790072ad3,7508 FAIRWAY Dr NE 98115 US,abbreviation
c8b1d54e-e18f-45f4-ad4a-a4d790072ad3,7508 FAIRWAY Drive Northeast 98115 US,dropped_city
b295dbac-6dea-4797-8d5e-20c183318e52,224 Ward St Seattle,informal
b295dbac-6dea-4797-8d5e-20c183318e52,224 WARD Streer 98109 US,typo
208c01e8-6c01-4a98-a22a-ce8ec1905346,6727 CARLETON Ave S 98108 US,abbreviation
208c01e8-6c01-4a98-a22a-ce8ec1905346,6727 CARLETON Avenue South Seattle US,dropped_zip
e4ab7ba2-9cff-4d5e-bfa2-15b93a57d5e0,6020 Northwest 6TH Avenue 98107 US,reordered
e4ab7ba2-9cff-4d5e-bfa2-15b93a57d5e0,6020 6TH Avenue Northwest 98107 US,dropped_city
c73ffe77-977a-4cdd-9b8e-0bc627861404,3614 BAGLEY Avenue Nprth 98103 US,typo
c73ffe77-977a-4cdd-9b8e-0bc627861404,3614 Bagley Ave N Seattle,informal
bba1d774-3889-44d5-8827-b7e7691bbcd8,217 S FINDLAY St 98108 US,abbreviation
bba1d774-3889-44d5-8827-b7e7691bbcd8,217 South FINDLAY Street Seattle US,dropped_zip
06ea9658-83f2-477a-af73-26ed88ce22e8,4310 Wallingford Ave N Seattle,mixed
06ea9658-83f2-477a-af73-26ed88ce22e8,Seattle 4310 WALLINGFORD Avenue North 98103 US,reordered
783b67a1-9ee0-4b05-ad0e-2c00cdcf8d43,1204 East JEFFERSON Sreet 98122 US,typo
783b67a1-9ee0-4b05-ad0e-2c00cdcf8d43,1204 E Jefferson St Seattle,informal
7e99b979-0dfc-459e-aa7a-88d6737342ab,10126 51st Ave SW 98146 US,abbreviation
7e99b979-0dfc-459e-aa7a-88d6737342ab,51ST Avenue Southwest 10126 98146 US,reordered
dfbc7c0c-a55e-4aff-9481-4c262a656800,4000 East MADISON Street Seattle US,dropped_zip
dfbc7c0c-a55e-4aff-9481-4c262a656800,4000 E Madison St Seattle,informal
8138171e-af6a-498c-ac12-6cd0df70b355,9222 3RD Avenue Northwes 98117 US,typo
8138171e-af6a-498c-ac12-6cd0df70b355,9222 3rd Ave NW 98117 US,abbreviation
5f187518-acb4-4a2f-b375-876e49dc7de6,1025 North 45TH Street 98103 US,dropped_city
5f187518-acb4-4a2f-b375-876e49dc7de6,1025 N 45th St Seattle,mixed
f827afd3-8ca7-4e33-808e-ad37769201aa,9424 VINEYARD Cst 98004 US,abbreviation
f827afd3-8ca7-4e33-808e-ad37769201aa,9424 VINEYARD Crest Bellevue US,dropped_zip
f827afd3-8ca7-4e33-808e-ad37769201aa,9424 Vineyard Crest Bellevue,informal
6442394b-b0c4-4589-b8af-8c4c425bf109,7119 HOLLY PARK Drive Souht 98118 US,typo
6442394b-b0c4-4589-b8af-8c4c425bf109,7119 HOLLY PARK Dr S 98118 US,abbreviation
b9f4fbfb-6d43-42cd-8c9d-86f358130f6c,1530 NW 53rd St Seattle,informal
b9f4fbfb-6d43-42cd-8c9d-86f358130f6c,1530 Northwest 53RD Street 98107 US,dropped_city
df740184-088d-470c-9501-991d4b7050ed,9443 7th Ave SW 98106 US,abbreviation
df740184-088d-470c-9501-991d4b7050ed,9443 7TH Avenue Southwst Seattle US,mixed
601c6f1a-9685-4113-8e6c-2b56b574e12d,7521 40TH Avenue Northeas 98115 US,typo
601c6f1a-9685-4113-8e6c-2b56b574e12d,7521 40TH Avenue Northeast Seattle US,dropped_zip
218b7751-4ad4-4a96-9525-1863cfd05dd0,2219 W Bertona St Seattle,informal
218b7751-4ad4-4a96-9525-1863cfd05dd0,2219 W BERTONA St 98199 US,abbreviation
be7d5c69-6e2e-44d0-871b-5edd94389b01,West GALER Street 2810 98199 US,reordered
be7d5c69-6e2e-44d0-871b-5edd94389b01,2810 W Galer St Seattle US,mixed
ba91c2d3-c5dc-4de3-a3f6-ab60bedb4122,5302 LATONA Avenue Northeats 98105 US,typo
ba91c2d3-c5dc-4de3-a3f6-ab60bedb4122,5302 LATONA Ave NE 98105 US,abbreviation
bce6ec1d-33d4-4909-9e7d-38fe6b506e7e,3912 South WARSAW Street Seattle US,dropped_zip
bce6ec1d-33d4-4909-9e7d-38fe6b506e7e,3912 S Warsaw St Seattle,informal
f410770a-ee93-4006-ad4a-d130fd0453c3,7319 50th Ave NE 98115 US,abbreviation
f410770a-ee93-4006-ad4a-d130fd0453c3,7319 50TH Avenue Northeasr 98115 US,typo
2060e192-a536-4733-80b7-802239deb05b,5427 NE Penrith Rd Seattle,informal
2060e192-a536-4733-80b7-802239deb05b,5427 NE PENRITH Rd 98105 US,abbreviation
2060e192-a536-4733-80b7-802239deb05b,5427 Northeast PENRITH Road 98105 US,dropped_city
0fb04395-3307-4ace-abcf-602c024e82a0,1122 HIAWATHA Pl S 98144 US,abbreviation
0fb04395-3307-4ace-abcf-602c024e82a0,1122 HIAWATHA Place South US,dropped_zip
0fb04395-3307-4ace-abcf-602c024e82a0,1122 HIAWATHA Pl,informal
3239c831-59eb-477b-a028-192928d72018,1116 E PIKE St 98122 US,abbreviation
3239c831-59eb-477b-a028-192928d72018,1116 East PIKE Strete 98122 US,typo
3239c831-59eb-477b-a028-192928d72018,1116 East PIKE Street 98122,dropped_city
22718afd-41a0-43bd-903d-786af7bc4314,3032 B SW CHARLESTOWN St 98126 US,abbreviation
22718afd-41a0-43bd-903d-786af7bc4314,CHARLESTOWN Street 3032 B Southwest 98126 US,reordered
22718afd-41a0-43bd-903d-786af7bc4314,3032 B SW CHARLESTOWN St US,mixed
97730b68-0eb3-4b54-8f69-9835cd50fc35,7746 30TH Ave SW 98126 US,abbreviation
97730b68-0eb3-4b54-8f69-9835cd50fc35,7746 30TH Aveneu Southwest 98126 US,typo
97730b68-0eb3-4b54-8f69-9835cd50fc35,7746 30TH Avenue Southwest 98126,dropped_city
a74de46e-c700-44e6-a8d3-aea007538e11,3616 SW 102ND St 98146 US,abbreviation
a74de46e-c700-44e6-a8d3-aea007538e11,3616 Southwest 102ND Street US,dropped_zip
a74de46e-c700-44e6-a8d3-aea007538e11,3616 SW 102ND,informal
b1514ff8-bdcc-45dc-9ac6-74eba17aa213,7745 1ST Ave NE 98103 US,abbreviation
b1514ff8-bdcc-45dc-9ac6-74eba17aa213,1ST Avenue Northeast 7745 98103 US,reordered
b1514ff8-bdcc-45dc-9ac6-74eba17aa213,7745 1ST Ave NE US,mixed
c6dad69b-273e-4d4d-bf6d-d80aeb8ea1aa,863 20TH Ave S 98144 US,abbreviation
